    === Trading Simulation Log ===
    Date: 2025-02-21 03:25:47
    Symbol: SOXL
    Period: 8d
    Interval: 1m
    Tax: $0.00
    Initial Cash: $10000.00
    Final Value: $10157.06
    Profit/Loss: $157.06 (1.57%)
    Stop Loss Price: 0.12
    Total Trades: 148
    Trade History:
    Time                 No.   Action     Price        Shares    
    2025-02-21 03:25:46  97    BUY        $29.57        328       
    2025-02-21 03:25:46  98    SELL       $29.44        328       
    2025-02-21 03:25:46  99    BUY        $29.42        328       
    2025-02-21 03:25:46  100   SELL       $29.54        328       
    2025-02-21 03:25:46  101   BUY        $29.76        326       
    2025-02-21 03:25:46  102   SELL       $29.62        326       
    2025-02-21 03:25:46  103   BUY        $29.70        325       
    2025-02-21 03:25:46  104   SELL       $29.72        325       
    2025-02-21 03:25:46  105   BUY        $29.81        324       
    2025-02-21 03:25:46  106   SELL       $29.69        324       
    2025-02-21 03:25:46  107   BUY        $29.73        323       
    2025-02-21 03:25:46  108   SELL       $29.86        323       
    2025-02-21 03:25:46  109   BUY        $29.94        322       
    2025-02-21 03:25:46  110   SELL       $29.80        322       
    2025-02-21 03:25:46  111   BUY        $29.86        322       
    2025-02-21 03:25:46  112   SELL       $29.81        322       
    2025-02-21 03:25:46  113   BUY        $29.93        320       
    2025-02-21 03:25:46  114   SELL       $30.05        320       
    2025-02-21 03:25:46  115   BUY        $30.12        320       
    2025-02-21 03:25:46  116   SELL       $30.22        320       
    2025-02-21 03:25:46  117   BUY        $30.18        320       
    2025-02-21 03:25:46  118   SELL       $30.18        320       
    2025-02-21 03:25:46  119   BUY        $30.12        321       
    2025-02-21 03:25:46  120   SELL       $30.55        321       
    2025-02-21 03:25:46  121   BUY        $30.76        318       
    2025-02-21 03:25:46  122   SELL       $30.78        318       
    2025-02-21 03:25:46  123   BUY        $30.88        317       
    2025-02-21 03:25:46  124   SELL       $31.01        317       
    2025-02-21 03:25:46  125   BUY        $31.18        316       
    2025-02-21 03:25:46  126   SELL       $31.16        316       
    2025-02-21 03:25:46  127   BUY        $31.07        317       
    2025-02-21 03:25:46  128   SELL       $31.23        317       
    2025-02-21 03:25:46  129   BUY        $31.19        317       
    2025-02-21 03:25:46  130   SELL       $31.45        317       
    2025-02-21 03:25:46  131   BUY        $31.51        316       
    2025-02-21 03:25:46  132   SELL       $31.56        316       
    2025-02-21 03:25:46  133   BUY        $31.71        315       
    2025-02-21 03:25:46  134   SELL       $31.73        315       
    2025-02-21 03:25:46  135   BUY        $32.16        311       
    2025-02-21 03:25:46  136   SELL       $32.33        311       
    2025-02-21 03:25:46  137   BUY        $31.58        318       
    2025-02-21 03:25:46  138   SELL       $31.46        318       
    2025-02-21 03:25:46  139   BUY        $31.03        322       
    2025-02-21 03:25:46  140   SELL       $30.98        322       
    2025-02-21 03:25:46  141   BUY        $31.05        322       
    2025-02-21 03:25:47  142   SELL       $31.42        322       
    2025-02-21 03:25:47  143   BUY        $31.19        324       
    2025-02-21 03:25:47  144   SELL       $31.08        324       
    2025-02-21 03:25:47  145   BUY        $31.18        323       
    2025-02-21 03:25:47  146   SELL       $31.34        323       
    2025-02-21 03:25:47  147   BUY        $31.47        322       
    2025-02-21 03:25:47  148   SELL       $31.52        322       

    ==============================
