    === Trading Simulation Log ===
    Date: 2025-02-21 02:11:29
    Symbol: BOIL
    Period: 5d
    Interval: 1m
    Tax: $10.00
    Initial Cash: $10000.00
    Final Value: $9425.52
    Profit/Loss: $-574.48 (-5.74%)
    Stop Loss Price: 0.30
    Total Trades: 146
    Trade History:
    Time                 No.   Action     Price        Shares    
    2025-02-21 02:11:29  50    SELL       $77.00        128       
    2025-02-21 02:11:29  51    BUY        $77.32        128       
    2025-02-21 02:11:29  52    SELL       $76.86        128       
    2025-02-21 02:11:29  53    BUY        $77.19        127       
    2025-02-21 02:11:29  54    SELL       $78.11        127       
    2025-02-21 02:11:29  55    BUY        $78.34        126       
    2025-02-21 02:11:29  56    SELL       $78.28        126       
    2025-02-21 02:11:29  57    BUY        $78.45        126       
    2025-02-21 02:11:29  58    SELL       $79.36        126       
    2025-02-21 02:11:29  59    BUY        $79.30        125       
    2025-02-21 02:11:29  60    SELL       $79.74        125       
    2025-02-21 02:11:29  61    BUY        $80.18        125       
    2025-02-21 02:11:29  62    SELL       $79.76        125       
    2025-02-21 02:11:29  63    BUY        $80.38        123       
    2025-02-21 02:11:29  64    SELL       $80.05        123       
    2025-02-21 02:11:29  65    BUY        $80.50        122       
    2025-02-21 02:11:29  66    SELL       $81.66        122       
    2025-02-21 02:11:29  67    BUY        $82.04        122       
    2025-02-21 02:11:29  68    SELL       $82.45        122       
    2025-02-21 02:11:29  69    BUY        $82.11        122       
    2025-02-21 02:11:29  70    SELL       $82.53        122       
    2025-02-21 02:11:29  71    BUY        $82.90        121       
    2025-02-21 02:11:29  72    SELL       $84.03        121       
    2025-02-21 02:11:29  73    BUY        $83.75        121       
    2025-02-21 02:11:29  74    SELL       $89.13        121       
    2025-02-21 02:11:29  75    BUY        $90.00        120       
    2025-02-21 02:11:29  76    SELL       $91.68        120       
    2025-02-21 02:11:29  77    BUY        $90.32        121       
    2025-02-21 02:11:29  78    SELL       $90.00        121       
    2025-02-21 02:11:29  79    BUY        $90.56        120       
    2025-02-21 02:11:29  80    SELL       $90.24        120       
    2025-02-21 02:11:29  81    BUY        $90.25        120       
    2025-02-21 02:11:29  82    SELL       $89.87        120       
    2025-02-21 02:11:29  83    BUY        $90.25        119       
    2025-02-21 02:11:29  84    SELL       $89.86        119       
    2025-02-21 02:11:29  85    BUY        $90.16        119       
    2025-02-21 02:11:29  86    SELL       $89.60        119       
    2025-02-21 02:11:29  87    BUY        $90.20        118       
    2025-02-21 02:11:29  88    SELL       $90.50        118       
    2025-02-21 02:11:29  89    BUY        $91.15        117       
    2025-02-21 02:11:29  90    SELL       $90.88        117       
    2025-02-21 02:11:29  91    BUY        $91.20        116       
    2025-02-21 02:11:29  92    SELL       $90.83        116       
    2025-02-21 02:11:29  93    BUY        $91.18        115       
    2025-02-21 02:11:29  94    SELL       $90.58        115       
    2025-02-21 02:11:29  95    BUY        $90.18        116       
    2025-02-21 02:11:29  96    SELL       $90.18        116       
    2025-02-21 02:11:29  97    BUY        $90.58        115       
    2025-02-21 02:11:29  98    SELL       $91.74        115       
    2025-02-21 02:11:29  99    BUY        $91.88        115       
    2025-02-21 02:11:29  100   SELL       $91.55        115       
    2025-02-21 02:11:29  101   BUY        $91.66        114       
    2025-02-21 02:11:29  102   SELL       $91.35        114       
    2025-02-21 02:11:29  103   BUY        $91.55        114       
    2025-02-21 02:11:29  104   SELL       $93.00        114       
    2025-02-21 02:11:29  105   BUY        $93.08        113       
    2025-02-21 02:11:29  106   SELL       $92.71        113       
    2025-02-21 02:11:29  107   BUY        $93.11        113       
    2025-02-21 02:11:29  108   SELL       $92.96        113       
    2025-02-21 02:11:29  109   BUY        $93.15        112       
    2025-02-21 02:11:29  110   SELL       $94.49        112       
    2025-02-21 02:11:29  111   BUY        $94.44        112       
    2025-02-21 02:11:29  112   SELL       $88.42        112       
    2025-02-21 02:11:29  113   BUY        $89.00        111       
    2025-02-21 02:11:29  114   SELL       $88.60        111       
    2025-02-21 02:11:29  115   BUY        $88.75        111       
    2025-02-21 02:11:29  116   SELL       $88.27        111       
    2025-02-21 02:11:29  117   BUY        $88.64        110       
    2025-02-21 02:11:29  118   SELL       $88.48        110       
    2025-02-21 02:11:29  119   BUY        $88.25        110       
    2025-02-21 02:11:29  120   SELL       $87.53        110       
    2025-02-21 02:11:29  121   BUY        $86.77        111       
    2025-02-21 02:11:29  122   SELL       $86.45        111       
    2025-02-21 02:11:29  123   BUY        $86.77        110       
    2025-02-21 02:11:29  124   SELL       $86.14        110       
    2025-02-21 02:11:29  125   BUY        $86.30        110       
    2025-02-21 02:11:29  126   SELL       $85.83        110       
    2025-02-21 02:11:29  127   BUY        $85.70        110       
    2025-02-21 02:11:29  128   SELL       $85.49        110       
    2025-02-21 02:11:29  129   BUY        $86.00        109       
    2025-02-21 02:11:29  130   SELL       $85.82        109       
    2025-02-21 02:11:29  131   BUY        $85.89        109       
    2025-02-21 02:11:29  132   SELL       $85.47        109       
    2025-02-21 02:11:29  133   BUY        $85.37        108       
    2025-02-21 02:11:29  134   SELL       $85.12        108       
    2025-02-21 02:11:29  135   BUY        $85.36        108       
    2025-02-21 02:11:29  136   SELL       $84.91        108       
    2025-02-21 02:11:29  137   BUY        $85.23        107       
    2025-02-21 02:11:29  138   SELL       $85.63        107       
    2025-02-21 02:11:29  139   BUY        $85.65        107       
    2025-02-21 02:11:29  140   SELL       $87.63        107       
    2025-02-21 02:11:29  141   BUY        $87.73        107       
    2025-02-21 02:11:29  142   SELL       $87.52        107       
    2025-02-21 02:11:29  143   BUY        $87.70        106       
    2025-02-21 02:11:29  144   SELL       $87.57        106       
    2025-02-21 02:11:29  145   BUY        $87.85        106       
    2025-02-21 02:11:29  146   SELL       $88.90        106       

    ==============================
